positive	FOOD#QUALITY	eggs	25:29	Delicate spices, onions, eggs and a kick-ass roti.
negative	FOOD#QUALITY	spinach	105:112	So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.
negative	FOOD#QUALITY	ingredients	26:37	limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 
positive	RESTAURANT#GENERAL	place	30:35	You cannot go wrong with this place.
negative	SERVICE#GENERAL	staff	58:63	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.
negative	FOOD#QUALITY	stuff tilapia	4:17	The stuff tilapia was horrid...tasted like cardboard.
positive	FOOD#QUALITY	Italian food	5:17	Best Italian food I ever had (and being Italian, that means alot).
positive	SERVICE#GENERAL	delivery	44:52	The freshest, best variety, and the fastest delivery.
positive	AMBIENCE#GENERAL	Atmosphere	6:16	Great Atmosphere
negative	SERVICE#GENERAL	Maitre-D	0:8	Maitre-D-"Eat and get out"
neutral	RESTAURANT#GENERAL	Rao	0:3	Rao is a good restaurant, but it's nothing special.
positive	FOOD#QUALITY	somosas	11:18	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
positive	RESTAURANT#GENERAL	Areo	10:14	I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.
positive	FOOD#QUALITY	sauce	68:73	We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
negative	FOOD#QUALITY	Fish	0:4	Fish was overdone.
positive	FOOD#QUALITY	salads	71:77	They have a huge selection of different cream cheeses and all of their salads are great.
positive	SERVICE#GENERAL	staff	53:58	The crust is thin, the ingredients are fresh and the staff is friendly.
negative	FOOD#QUALITY	eggplant	110:118	The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!
positive	SERVICE#GENERAL	service	4:11	The service was the only thing good about this restaurant.
negative	SERVICE#GENERAL	service	17:24	He offers subpar service and has no personality.
positive	LOCATION#GENERAL	view	80:84	If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
positive	FOOD#QUALITY	food	21:25	I am happy i did the food was awsome.
positive	LOCATION#GENERAL	view	4:8	The view is spectacular, and the food is great.
positive	SERVICE#GENERAL	waitstaffs	4:14	the waitstaffs are nice though.
positive	FOOD#QUALITY	matcha (powdered green tea) and blueberry cheesecake	94:146	For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.
negative	RESTAURANT#GENERAL	Leon	20:24	When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.
positive	FOOD#QUALITY	chicken and mashed potatos	23:49	My friend devoured her chicken and mashed potatos.
positive	SERVICE#GENERAL	service	74:81	The only thing more wonderful than the food (which is exceptional) is the service.
positive	FOOD#QUALITY	specials	95:103	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
positive	FOOD#QUALITY	spinach	4:11	the spinach is fresh, definately not frozen...
positive	FOOD#QUALITY	gyro	64:68	All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.
positive	AMBIENCE#GENERAL	vibe	44:48	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
positive	FOOD#QUALITY	crust	4:9	The crust is thin, the ingredients are fresh and the staff is friendly.
positive	RESTAURANT#GENERAL	pink pony	11:20	we love th pink pony.
positive	AMBIENCE#GENERAL	atmosphere	15:25	The design and atmosphere is just as good.
positive	FOOD#QUALITY	menu	18:22	Everything on the menu is great. 
positive	RESTAURANT#GENERAL	Casimir	15:22	I have been to Casimir over 5 times and I have always had a great time there.
negative	FOOD#QUALITY	mushroom sauce	71:85	Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.
negative	SERVICE#GENERAL	service	4:11	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.
positive	SERVICE#GENERAL	service	38:45	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
positive	RESTAURANT#GENERAL	Mermaid Inn	0:11	Mermaid Inn is an overall good restaurant with really good seafood.
positive	FOOD#QUALITY	French food	76:87	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
positive	FOOD#QUALITY	entree	4:10	The entree was also very good.
positive	RESTAURANT#MISCELLANEOUS	place	5:10	This place is always very crowded and popular.
positive	SERVICE#GENERAL	wait staff	4:14	The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).
positive	FOOD#QUALITY	appetizers	112:122	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.
negative	AMBIENCE#GENERAL	feel	196:200	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
positive	FOOD#QUALITY	food	6:10	great food, great wine list, great service in a great neighborhood...
negative	RESTAURANT#GENERAL	place	32:37	I/we will never go back to this place again.
positive	DRINKS#PRICES	martini	32:39	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.
positive	FOOD#STYLE_OPTIONS	menu	4:8	The menu has so many fish items and oysters.
positive	FOOD#QUALITY	fish	6:10	I had fish and my husband had the filet - both of which exceeded our expectations.
positive	AMBIENCE#GENERAL	outdoor atmosphere	30:48	delicious simple food in nice outdoor atmosphere.
positive	SERVICE#GENERAL	Service	0:7	Service was quick.
negative	FOOD#QUALITY	crust	122:127	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
positive	FOOD#QUALITY	food	4:8	The food is outstanding and the service is quick, friendly and very professional.
positive	FOOD#QUALITY	sour spicy soup	30:45	Best drumsticks over rice and sour spicy soup in town!
positive	SERVICE#GENERAL	staff	48:53	Patroon features a nice cigar bar and has great staff.
positive	AMBIENCE#GENERAL	atmosphere	31:41	I didn't complain, I liked the atmosphere so much.
positive	LOCATION#GENERAL	outdoor atmosphere	4:22	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
positive	FOOD#PRICES	food	16:20	Overall, decent food at a good price, with friendly people.
negative	FOOD#QUALITY	pizza	4:9	The pizza is overpriced and soggy.
positive	FOOD#QUALITY	food	55:59	I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
positive	AMBIENCE#GENERAL	place	4:9	The place is so cool and the service is prompt and curtious.
negative	SERVICE#GENERAL	maitre-D	56:64	A word to the wise: you can't dine here and disturb the maitre-D's sense of " table turnover", as whacked as it is, or else.
negative	AMBIENCE#GENERAL	room	127:131	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.
negative	SERVICE#GENERAL	service	40:47	But who says Murray's is anything about service.
positive	SERVICE#GENERAL	Service	0:7	Service was prompt, friendly and great.
positive	FOOD#QUALITY	duck breast special	10:29	I had the duck breast special on my last visit and it was incredible.
positive	SERVICE#GENERAL	service	19:26	Rao's has the best service and atmosphere in NYC.
positive	DRINKS#PRICES	bottles of wine	0:15	bottles of wine are cheap and good.
negative	FOOD#QUALITY	food	50:54	While the ambiance and atmosphere were great, the food and service could have been a lot better.
negative	SERVICE#GENERAL	service	88:95	Somehow working the italian charm with constant mille grazie does not constitute proper service.
positive	RESTAURANT#GENERAL	Emilio	10:16	Thank You Emilio.
negative	SERVICE#GENERAL	service	91:98	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
positive	AMBIENCE#GENERAL	Rice Avenue	212:223	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!
positive	FOOD#QUALITY	sauce	48:53	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.
positive	AMBIENCE#GENERAL	atmosphere	4:14	The atmosphere is relaxed and casual.
positive	FOOD#QUALITY	chocolate cake	27:41	We concluded with tiramisu chocolate cake, both were delicious.
negative	FOOD#QUALITY	food	30:34	For the people who want great food plus great service, Roxy is a place to AVOID!
positive	FOOD#QUALITY	crust	4:9	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.
positive	FOOD#QUALITY	Food	0:4	Food is great.
positive	FOOD#QUALITY	Lobster Bisque	92:106	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
positive	FOOD#QUALITY	sushi	38:43	This is some really good, inexpensive sushi.
positive	RESTAURANT#GENERAL	Chinese restaurant	19:37	Finally a reliable Chinese restaurant!
positive	AMBIENCE#GENERAL	Toons	0:5	Toons has recently been redone, so it's now a very attractive space.
negative	RESTAURANT#GENERAL	restaurant	10:20	Skip this restaurant, it's a big disappointment.
positive	SERVICE#GENERAL	staff	4:9	The staff is no nonsense.
positive	RESTAURANT#MISCELLANEOUS	Yamato	0:6	Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.
positive	AMBIENCE#GENERAL	place	9:14	Gorgeous place ideal for a romantic dinner
positive	SERVICE#GENERAL	servers	31:38	The portions are large and the servers always surprise us with a different starter.
positive	FOOD#STYLE_OPTIONS	spicy Tuna roll	4:19	The spicy Tuna roll is huge and probably the best that I've had at this price range.
positive	FOOD#QUALITY	pizza	4:9	The pizza is yummy and I like the atmoshpere.
negative	FOOD#QUALITY	food	35:39	This place is not inviting and the food is totally weird.
negative	AMBIENCE#GENERAL	restaurant	34:44	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
positive	FOOD#QUALITY	pizza	80:85	I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.
negative	SERVICE#GENERAL	waiter	41:47	After the 4th time i asked again and the waiter than said after our dinner.
positive	FOOD#QUALITY	Taiwanese food	10:24	Authentic Taiwanese food that's cheap... what more could you ask for?
positive	LOCATION#GENERAL	view of the new york city skiline	22:55	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
positive	FOOD#QUALITY	steak	64:69	The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.
positive	RESTAURANT#MISCELLANEOUS	crowd	14:19	Always a nice crowd, but never loud.
positive	AMBIENCE#GENERAL	ambience	4:12	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.
positive	RESTAURANT#GENERAL	Bukhara Grill	0:13	Bukhara Grill, the tagline says it all.. "INDIAN SPICE RAVE"
negative	FOOD#STYLE_OPTIONS	chicken	23:30	I took one look at the chicken and I was appalled.
negative	FOOD#QUALITY	pasta	4:9	The pasta was well cooked, didn't have enough sauce though or flavor.
positive	AMBIENCE#GENERAL	back patio	18:28	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.
positive	RESTAURANT#PRICES	Baluchi's	0:9	Baluchi's has solid food and a nice decor at reasonable prices.
positive	SERVICE#GENERAL	service	62:69	Best of all is the warm vibe, the owner is super friendly and service is fast.
negative	RESTAURANT#GENERAL	PLACE	6:11	WORST PLACE ON SMITH STREET IN BROOKLYN
positive	FOOD#QUALITY	hot dog	111:118	At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.
positive	DRINKS#PRICES	wines	68:73	The bar is very well stocked with interesting beers and well priced wines.
neutral	SERVICE#GENERAL	waitress	4:12	Our waitress wasn't mean, but not especially warm or attentive either.
positive	RESTAURANT#GENERAL	Big Wong	0:8	Big Wong gets big Ups for a fine establishment.
positive	SERVICE#GENERAL	staff	106:111	I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.
positive	FOOD#QUALITY	salmon dish	52:63	I found the food to be outstanding, particulary the salmon dish I had.
positive	FOOD#STYLE_OPTIONS	pasta mains	75:86	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.
positive	FOOD#QUALITY	specials	33:41	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
negative	FOOD#QUALITY	dishes	7:13	For me dishes a little oily, but overall dining experience good.
positive	DRINKS#STYLE_OPTIONS	beer	50:54	A cool bar with great food, and tons of excellent beer.
negative	SERVICE#GENERAL	service	59:66	While the ambiance and atmosphere were great, the food and service could have been a lot better.
positive	FOOD#QUALITY	pie	74:77	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
positive	FOOD#QUALITY	cheescake	17:26	I have never had cheescake like this.
negative	AMBIENCE#GENERAL	hall	50:54	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
positive	SERVICE#GENERAL	Waitstaff	0:9	Waitstaff are very friendly.
positive	FOOD#QUALITY	family seafood entree	4:25	The family seafood entree was very good.
positive	FOOD#PRICES	food	80:84	This little place definitely exceeded my expectations and you sure get a lot of food for your money.
positive	SERVICE#GENERAL	service	77:84	The blond wood decor is very soothing, the premium sake is excellent and the service is great.
negative	FOOD#PRICES	menu	51:55	I expected quite a bit more from such an expensive menu.
positive	FOOD#QUALITY	food	15:19	All in all the food was good - a little on the expensive side, but fresh. 
positive	FOOD#QUALITY	meal	27:31	never swaying, never a bad meal, never bad service...
positive	AMBIENCE#GENERAL	ceiling	90:97	When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.
neutral	AMBIENCE#GENERAL	decor	68:73	However, if you want great food at a great price and don't mind the decor, you can't beat this place.
positive	RESTAURANT#GENERAL	place	34:39	I'm glad I was introduced to this place and this is a rare gem in NY.
positive	AMBIENCE#GENERAL	atmosphere	4:14	The atmosphere is unheralded, the service impecible, and the food magnificant.
negative	DRINKS#PRICES	Voss bottles of water	58:79	We were offered water for the table but were not told the Voss bottles of water were $8 a piece.
neutral	FOOD#QUALITY	food	23:27	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one
negative	FOOD#QUALITY	fish	21:25	Price and quality of fish alone will keep us from making a return visit.
positive	FOOD#QUALITY	food	4:8	The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.
neutral	FOOD#STYLE_OPTIONS	rolls	6:11	those rolls were big, but not good and sashimi wasn't fresh.
negative	SERVICE#GENERAL	staff	22:27	Had no flavor and the staff is rude and not attentive.
neutral	FOOD#QUALITY	Food	0:4	Food was okay, nothing great.
negative	FOOD#QUALITY	food	64:68	The high prices you're going to pay is for the view not for the food.
negative	FOOD#QUALITY	rice	31:35	The fish was not fresh and the rice tasted old and stale.
negative	FOOD#QUALITY	dishes	37:43	I ate here a week ago and found most dishes average at best and too expensive.
positive	FOOD#STYLE_OPTIONS	cream cheeses	40:53	They have a huge selection of different cream cheeses and all of their salads are great.
positive	RESTAURANT#GENERAL	Jekyll and Hyde	21:36	I had a grat time at Jekyll and Hyde!
negative	SERVICE#GENERAL	hostess	4:11	The hostess was rude and I got a distinct feeling that they did not want to serve us.
negative	AMBIENCE#GENERAL	place	16:21	Even though the place is not beautiful, the food speaks for itself.
negative	FOOD#STYLE_OPTIONS	fish	53:57	limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 
positive	RESTAURANT#GENERAL	Faan	0:4	Faan is sooo good.
positive	RESTAURANT#MISCELLANEOUS	place	4:9	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
positive	SERVICE#GENERAL	service button	59:73	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.
positive	RESTAURANT#GENERAL	Cafe Noir	7:16	I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!
negative	FOOD#QUALITY	rice	108:112	the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. 
